"competência";"seção";"saldomovimentação";"cbo2002ocupação";"categoria";"graudeinstrução";"idade";"horascontratuais";"tempoemprego";"raçacor";"sexo";"tipoempregador";"tipoestabelecimento";"tipomovimentação";"tipodedeficiência";"indtrabintermitente";"indtrabparcial";"salário";"tamestabjan";"indicadoraprendiz"
"202001";"G";1;"212405";"101";"9";45;44;12;"1";"3";"0";"1";"20";"0";"0";"0";2500;"5";"0"
"202001";"M";1;"317110";"101";"9";28;40;12;"6";"1";"0";"1";"20";"0";"0";"0";12347,0703125;"4";"0"
"202001";"N";1;"212405";"101";"9";43;40;11;"1";"3";"0";"1";"20";"0";"0";"0";4012,6201171875;"5";"0"
"202001";"J";1;"212405";"101";"8";39;44;11;"3";"1";"0";"1";"20";"0";"0";"0";13250;"5";"0"
"202001";"K";1;"317110";"101";"7";32;40;11;"6";"1";"0";"1";"20";"0";"0";"0";13052;"8";"0"
"202001";"J";1;"212405";"101";"80";60;40;11;"3";"1";"0";"1";"20";"0";"0";"0";2500;"8";"0"
"202001";"M";1;"212405";"101";"9";26;40;11;"1";"1";"0";"1";"20";"0";"0";"0";8500;"6";"0"
"202001";"M";1;"212405";"101";"9";27;40;11;"6";"1";"0";"1";"20";"0";"0";"0";4500;"7";"0"
"202001";"F";1;"317110";"101";"7";24;44;11;"1";"1";"0";"1";"20";"0";"0";"0";2860,01000976562;"10";"0"
"202001";"J";1;"212405";"101";"8";24;40;11;"2";"1";"0";"1";"20";"0";"0";"0";6300;"6";"0"
"202001";"C";1;"212405";"101";"9";24;44;11;"1";"3";"0";"1";"20";"0";"0";"0";8300;"7";"0"
"202001";"G";1;"317110";"101";"9";35;44;11;"1";"1";"0";"1";"20";"0";"0";"0";11418;"10";"0"
"202001";"J";1;"212405";"101";"9";24;40;11;"3";"1";"0";"1";"20";"0";"0";"0";4000;"8";"0"
"202001";"N";1;"212405";"101";"9";48;40;11;"1";"1";"0";"1";"20";"0";"0";"0";4500;"6";"0"
"202001";"L";1;"317110";"101";"9";25;44;11;"6";"3";"0";"1";"20";"0";"0";"0";4000;"7";"0"
"202001";"J";1;"212405";"101";"9";41;44;11;"3";"1";"0";"1";"20";"0";"0";"0";1620;"6";"0"
"202001";"J";1;"317110";"101";"9";20;44;11;"1";"3";"0";"1";"20";"0";"0";"0";2300;"5";"0"
"202001";"J";1;"212405";"101";"9";31;40;11;"1";"1";"0";"1";"20";"0";"0";"0";3000;"10";"0"
"202001";"Q";1;"212405";"101";"9";44;44;11;"1";"1";"0";"1";"20";"0";"0";"0";13500;"9";"0"
"202001";"J";1;"212405";"111";"7";33;40;11;"2";"1";"0";"1";"20";"0";"1";"0";1500;"6";"0"
"202001";"J";1;"212405";"101";"80";57;40;11;"3";"1";"0";"1";"20";"0";"0";"0";7594,93017578125;"10";"0"
"202001";"N";1;"212405";"101";"9";28;44;11;"1";"1";"0";"1";"20";"0";"0";"0";2500;"2";"0"
"202001";"N";1;"212405";"101";"7";24;44;11;"1";"3";"0";"1";"20";"0";"0";"0";2300;"5";"0"
"202001";"J";1;"212405";"101";"8";24;40;11;"3";"1";"0";"1";"20";"0";"0";"0";9000;"10";"0"
"202001";"J";1;"317110";"101";"9";20;40;11;"6";"1";"0";"1";"20";"0";"0";"0";1800;"6";"0"
"202001";"J";1;"212405";"101";"7";30;40;11;"3";"1";"0";"1";"20";"0";"0";"0";3426,92993164062;"9";"0"
"202001";"M";1;"317110";"101";"9";31;44;11;"4";"1";"0";"1";"20";"0";"0";"0";7200;"10";"0"
"202001";"P";1;"212405";"101";"9";37;40;11;"3";"1";"0";"1";"10";"0";"0";"0";10746;"9";"0"
"202001";"J";1;"317110";"101";"9";25;40;11;"6";"1";"0";"1";"20";"0";"0";"0";1800;"6";"0"
"202001";"J";1;"212405";"101";"9";32;44;11;"1";"1";"0";"1";"20";"0";"0";"0";7500;"6";"0"
"202001";"M";1;"212405";"101";"9";27;40;11;"1";"3";"0";"1";"20";"0";"0";"0";7200;"10";"0"
"202001";"J";1;"212405";"101";"9";25;44;11;"1";"3";"0";"1";"20";"0";"0";"0";2300;"5";"0"
"202001";"N";1;"212405";"101";"9";33;40;11;"1";"1";"0";"1";"20";"0";"0";"0";9684;"8";"0"
"202001";"M";1;"317110";"101";"7";37;40;11;"6";"3";"0";"1";"20";"0";"0";"0";6000;"5";"0"
"202001";"N";1;"212405";"101";"80";47;44;11;"1";"1";"0";"1";"20";"0";"0";"0";3528,55004882812;"7";"0"
"202001";"J";1;"317110";"101";"9";25;40;11;"1";"1";"0";"1";"20";"0";"0";"0";7500;"3";"0"
"202001";"J";1;"317110";"101";"9";39;40;11;"1";"1";"0";"1";"20";"0";"0";"0";9500;"9";"0"
"202001";"K";1;"212405";"101";"9";30;44;11;"1";"1";"0";"1";"10";"0";"0";"0";5715,81005859375;"10";"0"
"202001";"J";1;"212405";"101";"7";23;40;11;"4";"3";"0";"1";"20";"0";"0";"0";2800;"8";"0"
"202001";"G";1;"317110";"101";"7";21;44;11;"2";"1";"0";"1";"20";"0";"0";"0";2750;"10";"0"
"202001";"J";1;"317110";"101";"7";34;40;11;"3";"3";"0";"1";"20";"0";"0";"0";3293,32006835938;"9";"0"
"202001";"N";1;"212405";"101";"9";29;44;11;"1";"1";"0";"1";"20";"0";"0";"0";7500;"6";"0"
"202001";"J";1;"317110";"101";"7";35;30;11;"3";"1";"0";"1";"20";"0";"0";"0";1800;"3";"0"
"202001";"M";1;"212405";"101";"9";22;40;11;"6";"1";"0";"1";"10";"0";"0";"0";4953,5;"4";"0"
"202001";"J";1;"212405";"101";"8";19;44;11;"1";"1";"0";"1";"10";"0";"0";"0";2050;"3";"0"
"202001";"P";1;"212405";"101";"9";21;44;11;"3";"1";"0";"1";"20";"0";"0";"0";3500;"1";"0"
"202001";"J";1;"212405";"101";"9";29;40;11;"3";"1";"0";"1";"20";"0";"0";"0";7500;"10";"0"
"202001";"J";1;"212405";"101";"9";39;40;11;"1";"1";"0";"1";"20";"0";"0";"0";12000;"8";"0"
"202001";"N";1;"212405";"106";"9";32;40;11;"1";"1";"0";"1";"20";"0";"0";"0";13500;"9";"0"
"202001";"J";1;"212405";"101";"9";34;40;11;"1";"1";"0";"1";"20";"0";"0";"0";16200;"8";"0"
"202001";"K";1;"212405";"101";"8";27;44;11;"1";"1";"0";"1";"20";"0";"0";"0";5000;"10";"0"
"202001";"K";1;"317110";"101";"9";29;40;11;"6";"1";"0";"1";"20";"0";"0";"0";13000;"8";"0"
"202001";"K";1;"212405";"101";"9";34;30;11;"1";"1";"0";"1";"20";"0";"0";"0";7000;"8";"0"
"202001";"J";1;"212405";"101";"9";32;40;11;"3";"1";"0";"1";"20";"0";"0";"0";6000;"3";"0"
"202001";"J";1;"317110";"101";"9";43;40;11;"3";"1";"0";"1";"20";"0";"0";"0";11098,5400390625;"10";"0"
"202001";"J";1;"212405";"101";"8";22;40;11;"1";"1";"0";"1";"20";"0";"0";"0";4000;"2";"0"
"202001";"J";1;"212405";"101";"9";30;40;11;"1";"1";"0";"1";"20";"0";"0";"0";10500;"9";"0"
"202001";"J";1;"212405";"101";"9";24;40;11;"6";"1";"0";"1";"20";"0";"0";"0";4000;"5";"0"
"202001";"P";1;"212405";"101";"8";22;44;11;"6";"1";"0";"1";"20";"0";"0";"0";2000;"4";"0"
"202001";"J";1;"212405";"101";"9";26;40;11;"1";"1";"0";"1";"20";"0";"0";"0";8000;"8";"0"
"202001";"J";1;"212405";"101";"9";37;40;12;"1";"1";"0";"1";"20";"0";"0";"0";8000;"5";"0"
"202001";"J";1;"317110";"101";"9";20;40;11;"1";"1";"0";"1";"20";"0";"0";"0";3500;"8";"0"
"202001";"J";1;"212405";"101";"9";53;40;11;"1";"3";"0";"1";"20";"0";"0";"0";5500;"4";"0"
"202001";"J";1;"212405";"101";"9";23;40;11;"3";"1";"0";"1";"20";"0";"0";"0";5821,009765625;"6";"0"
"202001";"N";1;"212405";"999";"9";26;40;0;"1";"1";"0";"1";"20";"0";"0";"0";11000;"6";"0"
"202001";"J";1;"317110";"101";"7";32;40;12;"1";"1";"0";"1";"20";"0";"0";"0";10304,8896484375;"6";"0"
"202001";"K";1;"212405";"101";"9";21;44;11;"1";"1";"0";"1";"10";"0";"0";"0";5715,81005859375;"10";"0"
"202001";"J";1;"212405";"101";"9";20;40;12;"1";"1";"0";"1";"20";"0";"0";"0";2063;"4";"0"
"202001";"M";1;"212405";"101";"7";44;44;11;"1";"3";"0";"1";"20";"0";"0";"0";5576,85986328125;"10";"0"
"202001";"M";1;"317110";"101";"9";28;40;12;"6";"1";"0";"1";"20";"0";"0";"0";12347,0703125;"4";"0"
"202001";"G";1;"212405";"101";"9";27;44;11;"1";"3";"0";"1";"20";"0";"0";"0";2773;"5";"0"
"202001";"J";1;"212405";"101";"9";34;40;11;"3";"1";"0";"1";"20";"0";"0";"0";5000;"10";"0"
"202001";"K";1;"212405";"101";"9";28;40;11;"3";"1";"0";"1";"20";"0";"0";"0";6000;"5";"0"
"202001";"J";1;"212405";"101";"8";23;40;11;"1";"1";"0";"1";"10";"0";"0";"0";5097,77001953125;"7";"0"
"202001";"J";1;"317110";"101";"8";22;44;12;"1";"1";"0";"1";"20";"0";"0";"0";3500;"2";"0"
"202001";"J";1;"212405";"101";"9";38;40;12;"3";"1";"0";"1";"20";"0";"0";"0";12200;"7";"0"
"202001";"M";1;"212405";"101";"9";23;40;11;"6";"1";"0";"1";"20";"0";"0";"0";4953,5;"4";"0"
"202001";"N";1;"212405";"101";"9";34;40;11;"1";"1";"0";"1";"20";"0";"0";"0";3612,89990234375;"10";"0"
"202001";"J";1;"212405";"101";"9";28;40;11;"1";"1";"0";"1";"20";"0";"0";"0";5103,5;"8";"0"
"202001";"J";1;"212405";"101";"9";33;40;11;"3";"3";"0";"1";"20";"0";"0";"0";8000;"8";"0"
"202001";"J";1;"212405";"101";"9";23;44;11;"1";"1";"0";"1";"20";"0";"0";"0";2400;"5";"0"
"202001";"J";1;"212405";"101";"9";26;40;11;"6";"3";"0";"1";"20";"0";"0";"0";7500;"6";"0"
"202001";"J";1;"212405";"101";"9";29;40;11;"6";"1";"0";"1";"20";"0";"0";"0";2640;"6";"0"
"202001";"J";1;"212405";"101";"9";32;40;11;"2";"3";"0";"1";"20";"0";"0";"0";3349,72998046875;"6";"0"
"202001";"N";1;"212405";"101";"9";26;36;11;"1";"3";"0";"1";"20";"0";"0";"0";2401,76000976562;"10";"0"
"202001";"J";1;"212405";"101";"80";30;40;11;"1";"1";"0";"1";"20";"0";"0";"0";10800;"9";"0"
"202001";"M";1;"317110";"101";"8";24;40;12;"6";"1";"0";"1";"20";"0";"0";"0";11061,849609375;"4";"0"
"202001";"J";1;"212405";"101";"8";31;40;11;"1";"3";"0";"1";"20";"0";"0";"0";9000;"5";"0"
"202001";"J";1;"212405";"101";"9";38;40;11;"1";"1";"0";"1";"20";"0";"0";"0";8000;"6";"0"
"202001";"J";1;"212405";"101";"9";24;40;12;"1";"1";"0";"1";"20";"0";"0";"0";4000;"6";"0"
"202001";"J";1;"317110";"101";"9";33;40;11;"3";"1";"0";"1";"20";"0";"0";"0";7197,56982421875;"10";"0"
"202001";"C";1;"317110";"101";"9";31;44;11;"1";"1";"0";"1";"20";"0";"0";"0";7500;"8";"0"
"202001";"M";1;"212405";"101";"9";28;40;11;"1";"3";"0";"1";"20";"0";"0";"0";8000;"6";"0"
"202001";"J";1;"212405";"101";"7";23;40;12;"1";"3";"0";"1";"20";"0";"0";"0";2322,56005859375;"5";"0"
"202001";"M";1;"317110";"101";"9";33;40;11;"6";"1";"0";"1";"20";"0";"0";"0";12347,0703125;"4";"0"
"202001";"K";1;"317110";"101";"8";28;30;11;"1";"1";"0";"1";"20";"0";"0";"1";5500,009765625;"10";"0"
"202001";"J";1;"212405";"101";"9";30;40;11;"1";"1";"0";"1";"20";"0";"0";"0";12317;"7";"0"
"202001";"J";1;"212405";"101";"80";33;40;11;"2";"1";"0";"1";"20";"0";"0";"0";9106,4697265625;"9";"0"
"202001";"M";1;"212405";"101";"9";22;44;11;"1";"1";"0";"1";"20";"0";"0";"0";3500;"6";"0"
"202001";"J";1;"212405";"101";"9";29;40;11;"1";"1";"0";"1";"20";"0";"0";"0";3500;"7";"0"
"202001";"M";1;"212405";"101";"8";25;30;11;"2";"1";"0";"1";"20";"0";"0";"0";3000;"10";"0"
"202001";"J";1;"212405";"101";"7";17;44;11;"6";"1";"0";"1";"20";"0";"0";"0";1457,66003417969;"5";"0"
"202001";"N";1;"212405";"101";"9";31;40;11;"2";"1";"0";"1";"20";"0";"0";"0";7612,91015625;"10";"0"
"202001";"J";1;"212405";"101";"7";41;48;11;"1";"1";"0";"1";"20";"0";"0";"0";7520;"5";"0"
"202001";"M";1;"212405";"101";"10";28;44;11;"1";"3";"0";"1";"20";"0";"0";"0";7500;"10";"0"
"202001";"M";1;"212405";"101";"9";24;40;11;"3";"1";"0";"1";"20";"0";"0";"0";3000;"2";"0"
"202001";"C";1;"317110";"101";"6";27;44;12;"1";"1";"0";"1";"20";"0";"0";"0";2491,40991210938;"2";"0"
"202001";"J";1;"212405";"101";"9";24;40;11;"1";"1";"0";"1";"20";"0";"0";"0";2000;"4";"0"
"202001";"J";1;"317110";"101";"9";22;40;11;"1";"1";"0";"1";"20";"0";"0";"0";3300;"8";"0"
"202001";"M";1;"212405";"101";"9";27;40;11;"1";"1";"0";"1";"20";"0";"0";"0";13500;"10";"0"
"202001";"P";1;"212405";"101";"8";28;44;11;"1";"1";"0";"1";"20";"0";"0";"0";1600;"5";"0"
"202001";"J";1;"212405";"101";"9";24;40;11;"1";"1";"0";"1";"20";"0";"0";"0";8255,669921875;"6";"0"
"202001";"J";1;"212405";"101";"9";29;40;11;"1";"1";"0";"1";"20";"0";"0";"0";7000;"4";"0"
"202001";"J";1;"212405";"101";"7";40;40;11;"3";"3";"0";"1";"20";"0";"0";"0";1224;"8";"0"
"202001";"J";1;"212405";"101";"7";37;40;11;"6";"1";"0";"1";"20";"0";"0";"0";2900;"8";"0"
"202001";"J";1;"317110";"101";"7";18;40;11;"1";"1";"0";"1";"20";"0";"0";"0";2000;"10";"0"
"202001";"J";1;"317110";"101";"7";19;30;11;"1";"3";"0";"1";"20";"0";"0";"0";1512,14001464844;"8";"0"
"202001";"G";1;"317110";"101";"9";33;44;11;"3";"1";"0";"1";"20";"0";"0";"0";12000;"10";"0"
"202001";"J";1;"212405";"101";"9";34;44;11;"1";"1";"0";"1";"20";"0";"0";"0";8000;"6";"0"
"202001";"J";1;"212405";"101";"6";33;40;11;"1";"1";"0";"1";"20";"0";"0";"0";10500;"9";"0"
"202001";"J";1;"212405";"101";"9";27;40;12;"6";"3";"0";"1";"20";"0";"0";"0";8107;"7";"0"
"202001";"J";1;"212405";"101";"8";42;40;11;"1";"1";"0";"1";"20";"0";"0";"0";8151;"7";"0"
"202001";"N";1;"212405";"101";"9";46;44;11;"6";"1";"0";"1";"20";"0";"0";"0";1650;"10";"0"
"202001";"J";1;"212405";"101";"8";22;44;11;"1";"3";"0";"1";"20";"0";"0";"0";2000;"6";"0"
"202001";"M";1;"212405";"999";"9";24;44;0;"1";"1";"0";"1";"10";"0";"0";"0";4000;"6";"0"
"202001";"C";1;"212405";"101";"9";26;40;11;"1";"3";"0";"1";"20";"0";"0";"0";9500;"9";"0"
"202001";"N";1;"317110";"106";"7";19;44;11;"3";"1";"0";"1";"20";"0";"0";"0";1231,15002441406;"10";"0"
"202001";"N";1;"317110";"101";"9";31;44;11;"1";"1";"0";"1";"20";"0";"0";"0";7000;"9";"0"
"202001";"M";1;"317110";"101";"9";21;40;11;"1";"1";"0";"1";"20";"0";"0";"0";6000;"9";"0"
"202001";"J";1;"212405";"101";"80";40;40;11;"1";"1";"0";"1";"20";"0";"0";"0";7000;"10";"0"
"202001";"J";1;"212405";"101";"8";27;40;11;"4";"1";"0";"1";"20";"0";"0";"0";2000;"6";"0"
"202001";"J";1;"317110";"101";"8";21;40;11;"1";"1";"0";"1";"20";"0";"0";"0";6067,22021484375;"4";"0"
"202001";"J";1;"212405";"101";"7";29;40;11;"1";"1";"0";"1";"20";"0";"0";"0";13000;"9";"0"
"202001";"N";1;"212405";"101";"7";19;44;11;"1";"3";"0";"1";"20";"0";"0";"0";2903,22998046875;"9";"0"
"202001";"K";1;"212405";"101";"9";30;44;11;"2";"3";"0";"1";"20";"0";"0";"0";4720;"10";"0"
"202001";"J";1;"212405";"101";"9";55;40;11;"1";"1";"0";"1";"20";"0";"0";"0";7000;"10";"0"
"202001";"M";1;"212405";"999";"9";24;44;0;"4";"3";"0";"1";"10";"0";"0";"0";4000;"6";"0"
"202001";"J";1;"212405";"101";"9";28;40;11;"1";"1";"0";"1";"20";"0";"0";"0";5800;"6";"0"
"202001";"J";1;"317110";"101";"9";25;40;11;"1";"1";"0";"1";"20";"0";"0";"0";7000;"7";"0"
"202001";"Q";1;"212405";"101";"9";24;44;11;"1";"1";"0";"1";"20";"0";"0";"0";6405,7099609375;"10";"0"
"202001";"J";1;"212405";"101";"9";44;40;11;"1";"1";"0";"1";"20";"0";"0";"0";15000;"10";"0"
"202001";"G";1;"212405";"101";"9";37;44;11;"1";"3";"0";"1";"20";"0";"0";"0";8000;"10";"0"
"202001";"J";1;"212405";"101";"8";21;40;11;"3";"3";"0";"1";"20";"0";"0";"0";3250;"2";"0"
"202001";"J";1;"212405";"101";"9";47;40;11;"1";"1";"0";"1";"20";"0";"0";"0";9500;"10";"0"
"202001";"J";1;"212405";"101";"9";23;40;11;"1";"1";"0";"1";"10";"0";"0";"0";17000;"5";"0"
"202001";"S";1;"212405";"101";"9";31;40;11;"3";"1";"0";"1";"20";"0";"0";"0";7000;"8";"0"
"202001";"K";1;"317110";"101";"9";23;30;11;"1";"1";"0";"1";"20";"0";"0";"1";5500,009765625;"10";"0"
"202001";"G";1;"212405";"101";"9";44;44;11;"3";"1";"0";"1";"20";"0";"0";"0";9033;"10";"0"
"202001";"G";1;"212405";"101";"9";25;42;11;"1";"1";"0";"1";"20";"0";"0";"0";2548;"4";"0"
"202001";"J";1;"212405";"101";"9";32;40;11;"3";"3";"0";"1";"20";"0";"0";"0";6000;"9";"0"
"202001";"K";1;"212405";"101";"80";33;44;11;"1";"3";"0";"1";"20";"0";"0";"0";8000;"10";"0"
"202001";"Q";1;"212405";"101";"80";30;44;11;"1";"1";"0";"1";"20";"0";"0";"0";4736;"10";"0"
"202001";"J";1;"317110";"101";"9";35;40;11;"3";"1";"0";"1";"20";"0";"0";"0";9592,099609375;"10";"0"
"202001";"J";1;"212405";"101";"9";29;40;11;"6";"1";"0";"1";"20";"0";"0";"0";11020,650390625;"7";"0"
"202001";"J";1;"212405";"101";"9";29;40;11;"1";"3";"0";"1";"20";"0";"0";"0";6850;"10";"0"
